,artist,designer,mechanic,category,game_type,family,publisher
48084,51965,"51284,51285",2040,"1002,1010",,,"4,18554"
48085,45500,45500,2026,"2726,1019",4664,"11966,10313,58124,6226",15694
48086,"41594,51564,34490",41594,"2664,2040,2041,2008,2082","1002,1029,1015,1035,1026",,"8374,25436,5666",16102
48087,"11825,11797",173,,1035,,24255,47
48088,,,2017,1030,,"7348,10507",926
48089,,,,"1030,1027",,7348,926
48090,,47345,,1104,,13105,17987
48091,37725,"3005,3004","2040,2028","1023,1079,1035,1030",,5660,15605
48092,51018,"51018,51019","2080,2014,2047","1016,1113",,,4
48093,13265,52118,"2072,2026,2070","1047,1008,1120,1019,1049",4664,,"4,14966"
48094,51018,"51018,51019","2001,2072,2026,2015",1016,,61979,4
48095,,537,2004,1002,,"6813,12980,2250",93
48096,8107,41063,"2070,2020","1002,1021,1094,1088,1104",,"8374,28947",9552
48097,,,"2040,2041,2015",1049,,6040,17992
48098,,51066,"2023,2072,2011,2035","1020,1010,1024",,,17994
48099,20227,20227,"2040,2017","1044,1026",,,4
48100,"57268,57269,57270,12028,27507,46413,57271,57272,11989,12436,39902,49280","222,2336","3004,2072,2676,2040,2837,2975,2961,2011,2007,2685,2686,2897","1010,1046,1047",5496,"25158,66140,7005,5615","17,2973,5530,264,8759"
48101,,59432,"2072,2019",1038,,5586,22234
48102,,8933,,1009,,61979,1001
48103,51319,3,,"1002,1044,1082",,6040,18002
48104,50679,,2035,"1041,1038",,"2679,61979,5551",17999
48105,,,2035,1041,,,15640
48106,41323,"51188,51191",2017,1030,,5841,9051
48107,51690,3,,"1032,1041",,19461,"1768,26208"
48108,,,2041,"1002,1008",,"7127,61979",2378
48109,47484,3489,,"1032,1089",,"7543,61979,5652","454,51,20,28,6380"
48110,,22503,"2011,2002",1009,,61979,2456
48111,,,,"1002,1072,1025",,4711,51
48112,,,2041,"1002,1038",,"65591,5640","225,4739"
48113,,,2002,"1037,1025",,"4711,62039",51
48114,,"213,212",2060,"1032,1002,1072,1030",,"5178,62890","157,1280"
48115,3,"44378,3911","2072,2035,2004,2008","1041,1021,1072",,"5607,62857","51,2721"
48116,,3,2035,"1054,1027",,20251,"3320,18067"
48117,5097,308,"2047,2007,2661","1089,1041,1045",4665,"7334,7269",384
48118,28260,"45182,748,45183",,"1032,1089,1041,1038",,18180,384
48119,,51241,2060,"1089,1041,1039,1094,1045,1098",,4624,384
48120,53323,51245,"2072,2035,2004","1041,1028",4665,7523,"384,11611"
48121,51252,51242,2023,"1089,1041",,"4624,5841",384
48122,15780,748,"2072,2060","1032,1089,1041,1017,1093",,"16838,28578","384,19050"
48123,15780,748,2047,"1032,1089,1041,1064,1093",,"16838,28578","384,19050"
48124,11901,"51251,10246","2072,2047","1089,1041,1017,1045",,16838,384
48125,51252,51252,2023,"1089,1041",,4624,384
48126,51253,51253,2072,"1089,1041,1017,1090",,"7178,16830",384
48127,74,256,"2072,2060",1041,,7668,384
48128,11901,4884,,1041,,"18180,5841",384
48129,5831,748,2060,"1041,1045,1098",,,384
48130,5831,53819,"2047,2002","1032,1041,1045",,,384
48131,15754,5178,"2072,2988","1032,1089,1041",4665,"7543,7265,7591,6994,64990,9867,61979,11506","384,9234"
48132,30664,"4923,3524",,"1041,1098",,11506,384
48133,28011,"4923,3524","2047,2060","1041,1045",,"7523,11506",384
48134,24255,2134,2072,"1041,1017",,"7657,71212,24691,11506",384
48135,,"4923,3524",2047,1041,,11506,384
48136,66522,256,,1041,,11506,384
48137,46480,46480,,"1041,1094,1098",,"7559,11506",384
48138,11902,"4849,9962",,1041,,"61979,11506",384
48139,,500,,"1032,1041",,"7005,11506,63335",384
48140,,86,"2060,2004",1041,,"11506,73717",384
48141,,256,"2072,2047","1089,1041,1017,1045",,"7265,6979,7834,7269,20718,7379,6507,11506",384
48142,,51254,"2047,2060","1041,1045",,"11506,69032",384
48143,,,2940,"1009,1046,1016",,,17698
48144,,41158,"2014,2072,2038","1054,1027",,21535,18026
48145,,,2072,"1041,1017",,61979,153
48146,,51918,"2001,2012,2008",1021,,5841,"772,4"
48147,81684,"51308,81684",2027,"1050,1002,1094",,5606,"2456,18046"
48148,,,2009,1002,,"7357,70360",171
48149,,,"2014,2072,2035",,,,17993
48150,,,"2035,2004","1041,1021,1094",,,2560
48151,,,,1030,,,18093
48152,"51450,51451","6005,51439","2018,2072","1022,1002,1017,1010,1024,1040",,,4
48153,,,2004,"1002,1041",,7855,662
48154,"31545,6045,12123",6045,"2080,2046,2040,2902,2813,2861,2849","1050,1015,1086",5497,"5606,64960,10640,70354,26096,58406,58053,61979,58955,84,62276","8401,6011,3"
48155,,45500,2026,"1035,1019",4664,58136,15694
48156,,51758,2026,"1035,1019",,,"4,1094"
48157,,,,"1032,1041",,5902,7460
48158,,4043,"2018,2026",1019,4664,"9470,10634,58082,61979","27445,3133,25562"
48159,,,,1028,,,20
48160,,,"2046,2676",1009,,"78564,96","4,18055"
48161,,,2072,"1017,1038",,"61979,5551",18055
48162,,,2004,1002,,,8421
48163,,,2040,"1089,1002,1038",,"7349,5832",8421
48164,"51353,38447,51354,12674","51352,35617","2883,2041,2911,2048,2007,2002","1029,1021,1011",5497,68322,"39,7466"
48165,"43503,15842",34257,"2040,2041,2015","1002,1024,2481",,"62254,8374,61979",4
48166,,1206,,1009,4666,70361,9413
48167,72438,428,"2046,2072,2819","1008,1019,1049",4664,"22783,8374,73208,5666,61977,61978,8164,61649,3277","3683,3133"
48168,11821,"428,101488","2046,2057,2072,2041,2070","2650,1069,1019",4664,"10630,8374,61977,61978,8164,3268",3683
48169,,221,2002,"1002,1031",,"98,61979",4765
48170,,51400,"2072,2949,2070","1048,1047,1019",,59692,18068
48171,12282,"38335,11312,7369","2040,2041,2082","1002,1029,1021,1035",5497,"12226,70360,27646","264,12884,17786,538"
48172,12844,,"2080,2002",1050,,"62518,8374,61979,59608",9495
48173,,,,"1017,1064",,,3789
48174,6634,51409,2040,"1055,1089,1002,1041,1116,1064",,"63073,7523,58093,17048,43639",3490
48175,6634,"285,44054","2023,2072,2831","1032,1055,1089,1041,1116,1064,1037",,"63073,7523,17048,75031,5666,43639",3490
48176,"52721,52718,12937","233,581","2072,2041","1094,1027",,14272,304
48177,,581,2072,"1002,1041,1094,1027",,,304
48178,,,,"1064,1027",,"7348,24229,44139",93
48179,788,"788,10281",2017,1030,,,18076
48180,3,3,2004,1032,,"5066,5700","51,17831"
48181,11672,"11672,4155",2060,"1089,1041,1037",,,"6914,1280,18852,3490"
48182,,,2035,"1089,1041,1031",,"7349,11505",3320
48183,"56618,124945",51428,"2026,2047","1089,1041,1045",4665,"7178,64383","3218,5268"
48184,,,,"1032,1038",,"5652,10664",1478
48185,12484,"7,4308,4307","2047,2035",1030,,,302
48186,,,"2012,2072","1010,1047",,,18082
48187,27597,51603,"2676,2040,2078,2008",1097,,14835,18084
48188,"5001,51214","442,23355","2046,2072,2824,2041,2685,2015","1016,1019",5497,"64952,25158,56924,24281,25404,72224,62881,62899","51,4871,264,13"
48189,41607,48871,,"1002,1039",,19343,5187
48190,,,,"1089,1002",,7519,4840
48191,,,"2072,2041","1094,1027",,,304
48192,,,,"1064,1027",,"19358,24211,44139",562
48193,51438,3,,1027,,21393,"155,3490"
48194,51484,51484,"2040,2081","1002,1094,1031,1011,1097",,10649,7192
48195,"51576,66237",59,,1093,,22783,18090
48196,51442,"10264,30759","2047,2035","1089,1041",,,1917
48197,,47001,"2956,2883,2055,2060,2002",1009,4666,"26432,80226,80242,7345,61979",1001
48198,3262,405,2017,1030,,,18090
48199,51454,"51453,51454,51455",,1045,,,18090
48200,127148,51456,2047,1045,,,11979
48201,,,"2023,2072,2685,2035,2019",1064,,,934
48202,40620,51744,"2080,2012,2082",1035,5497,"22783,25436","6275,8923"
48203,33452,3,,"1002,1026,1030,1027",,,22
48204,43873,2477,"2040,2011,2004","1016,1113",5499,70354,"2400,38"
48205,,1291,2014,"1064,1027,1025",,44139,486
48206,51506,"51506,51507","2001,2080,2046,2072,2016,2015","1039,1046,1033,1081",,,772
48207,9393,51485,2002,"1009,1120",4666,"26432,24571,20530,70360,61979","4,1001,10094"
48208,,,,1009,,61979,18103
48209,"40579,12513",3779,,"1089,1041,1094,1037",,17114,"4304,37"
48210,21487,"491,4860,4861","2047,2035","1039,1094,1045,1030",,88,34
48211,20996,190,2012,1030,,,650
48212,3572,37828,"2040,2041,2048","1002,1120",,"5666,64",4
48213,51487,"40655,2921,3640",,1030,,,3076
48214,51488,"51489,51488","2040,2048,2004","1009,1002,1035,1001",,61979,2456
48215,"9792,9793,962","9792,9793,9794",2047,"1089,1041,1013",,"7657,40010",47
48216,,,"2035,2019","1032,1041,1030",,8040,"51,8931"
48217,,50134,2072,"1017,1021,1104",,,18118
48218,,50134,"2041,2015","1002,1120,1016,1113",,,"4,1001"
48219,,8654,"2072,2070","1047,1051,1019",,,6825
48220,"51722,51723",,2055,1030,,,403
48221,,,,1002,,"7366,10330","335,95"
48222,,,2002,1009,,,3320
48223,,50134,"2080,2072,2002","1050,1120",,61979,"4,1001,18118"
48224,,5981,2019,"1017,1030,1025",,,17814
48225,,1526,,1028,,,34
48226,28056,1080,"2072,2661,2870",1017,,65328,"3491,584"
48227,"60055,60188,14057",1206,"2080,2012,2013,2676,2026,2959,2900,2011,2820,2002,2008,2814,2082","1015,1021,1020,1008,1026,1070",5497,"79006,67874,63519,63522,63520,63521,68769,5549,65851,21622,18319","9413,157"
48228,,,"2012,2685,2035,2004,2008","1021,1026",,"62857,11505",634
48229,7387,"51522,51523",2040,"1032,1002",5498,18511,"265,267,23043,27221,2366,8845,155,6214,8291,24972,11107,9234"
48230,,51823,,"1037,1025",,62039,3855
48231,"27997,23943","4169,4168","2046,2072,2047,2002","1089,1017,1045,1082",5499,"7975,17527,7691,8374","3013,22701"
48232,,,2072,"1032,1030,1101",,"18765,5635,19291",16001
48233,,1129,"2041,2020","1002,1079,1120,1016",,"20733,5615","1001,2456,605"
48234,,51040,"2012,2040,2009","1023,1002",,98,1001
48235,,51040,"2080,2011","1009,1098,1120",,,1001
48236,"50679,50792","39701,39700",,"1044,1116,1047",,"2679,5914",221
48237,"1086,12697",7448,2009,1002,5499,,585
48238,,"51533,51532","2047,2004",1002,,,"4,18207,9234"
48239,,,"2072,2020","1017,1027",,"18194,16964",335
48240,,,"2072,2020","1017,1094,1027",,"18191,16964",335
48241,,,"2072,2041,2020","1017,1094,1027",,"18190,16964",335
48242,,,2004,"1002,1093",,17588,5722
48243,,,2035,"1041,1094",,"22783,7265,7349",11
48244,,,2035,"2650,1041",,6973,3320
48245,,,,"1094,1027",,10167,18343
48246,,,2048,1009,,"4220,78629",1349
48247,,,,"1032,1041",,,18228
48248,,,,"1008,1019",,"10167,7127,61979",18229
48249,,,2676,1009,,"78573,61979,4024",3320
48250,,,"2014,2020","1032,1089,1030,1031,1038",,"7523,5730",18230
48251,,,"2073,2035",1041,,7488,486
48252,,,"3002,2040","1002,1039,1040",,14661,74
48253,,,2009,1002,,,1992
48254,,,2035,1038,,"61979,46126,66166,5551",8988
48255,,,"2041,2007",1002,,,18272
48256,,,2020,"1032,1089,1041",,"7334,7269,61979",571
48257,,,,"1009,1010,1120",,,4
48258,51562,51561,"2040,2004",1097,,,18226
48259,,,"2072,2035","1031,1038",,5663,18227
48260,,"1854,1855",2026,1049,,"54259,27534,61979",1110
48261,3,"27937,51563",2021,"1047,1051,1019",,61979,18237
48262,,"6515,78090","2018,2072,2676,2040,2011,2940,2015","1051,1019",4664,"11518,9961,10634,10313,61979,72016",52
48263,3,"5415,5416,5414","2072,2850,2967,2975,2949,2055,2865,2028,2822,2016,2070,2897","1108,1055,1117,1046,1047,1019",,"61646,58083,58086,43639",45647
48264,,4862,2072,1047,,,3071
48265,3,"51572,5377",,"2726,1075,1117,1047,1019",,,4056
48266,3,51573,,"1047,1019",,,4056
48267,"7108,63721",7108,"2040,2004","1023,1002,1039,1064,1040",5497,"11518,8374",9041
48268,,45500,2026,"1051,1019",4664,"69410,11966",15694
48269,,,,"1032,2650,1019",,,18229
48270,,52080,2002,"1104,1098",,,18591
48271,,,2060,"1002,1037",,5817,38
48272,12484,51590,"2001,2046,2902,2011,2002,2082","1013,1086",5497,"70360,70354,28013,18319,51732","133,267,5657,3,538"
48273,51553,51552,"2080,2046,2012,2023,2072,2019,2008","1015,1021,1094,1046,1026,1086,1019,1049",,23971,18221
48274,,49281,"2072,2015","1009,1017,1010",,,"4,16110"
48275,,"51591,51724,51725","2072,2011,2081,2078,2035,2002","1009,1017,1059,1028",,78574,18261
48276,,,2004,"1002,1094",,,5722
48277,,,2004,"1002,1094",,11006,5722
48278,,,2004,"1002,1041,1094,1115",,,5722
48279,,,,"1041,1094,1072,1104",,,5221
48280,41480,22411,,1046,,,"12992,2456"
48281,,,2035,"1041,1031",,"5597,6206","2919,405,4977"
48282,,"1126,15917",2043,1009,,"26432,80242,61979",1001
48283,4474,1126,"2043,2048",1009,,"80242,61979",1001
48284,52169,52169,"2040,2009","1089,1002,1010,1093",,"6819,8374",4
48285,50679,,,"1041,1116,1064,1031",,2679,115
48286,,8462,"2001,2072,2070,2819","1017,1120,1038",,"5666,5786","1001,6668"
48287,51710,,,"1089,1002,1041,1094,1011",,65774,5722
48288,,,2040,"1002,1094",,,5722
48289,,,2040,"1002,1104,1098",,,5722
48290,,10306,"2080,2002","1013,1035",,,"772,22205"
48291,74269,74269,"2080,2046,2072","1069,1019",,,18907
48292,,,"2040,2047,2004","1002,1021,1098",,61979,553
48293,,,2016,"1041,1039,1008",,"7127,61979",4
48294,,51732,"2046,2040,2011,2078","1022,1046,1016",,26154,7859
48295,,51629,2055,1025,,62039,18300
48296,,,2035,1115,,27485,18301
48297,,,2004,1041,,"7265,62107,5597",1349
48298,,,2027,"1002,1041,1064,1093",,"7265,62107,5597",1349
48299,"72469,16295,29471,59142","9867,9868","2072,2079","1117,1047,1016,1019",4664,,"7510,7360"
48300,,,2027,1002,,"22783,60651,65322",30
48301,3,3,2035,"1041,1094,1011",,,311
48302,,,2035,1094,,"64819,12226",18303
48303,,,"2047,2004","1041,1094,1104,1045,1098",,12201,34
48304,,13435,2060,"1094,1104,1098,1028",,12204,318
48305,,13435,2060,"1094,1104,1098,1028",,12204,318
48306,,13435,2060,"1094,1104,1098,1028",,12204,318
48307,,13435,"2060,2831","1094,1104,1098,1028",,12204,318
48308,,,2072,"1009,1017",,,4
48309,,,2004,1009,,13437,"4115,10007"
48310,,51658,"2014,2072,2035","1021,1094,1084",,"41489,100",18308
48311,,,"2072,2043",1009,,,807
48312,,,,"1064,1027",,"43662,65637",225
48313,,96212,,"1041,1039",,"7178,28630,28661",225
48314,,51673,"2072,2060","1009,1017,1119,1120",,,"4,1001"
48315,29425,6986,"2040,2048","1032,1002,1098",,,19309
48316,53361,11875,"2080,2046,2020","1079,1016,1019",5497,5679,9254
48317,"28004,11827,39777",141,"2046,2011,2081,2041","1089,1021,1036",5497,150,"58,267,4304,2973,5657,3"
48318,,,"2072,2047,2041,2035","1045,1064,1038,1027",,17110,"2850,746,627"
48319,42428,42428,"2023,2035","1022,1017,1010,1035,1030",,,4
48320,26399,26399,"2047,2041,2070","1002,1046,1038",,"61979,5786",11651
48321,,,2072,1038,,"71035,5730",6307
48322,1591,1590,2002,1009,,61979,927
48323,,1591,2020,1009,,61979,927
48324,35591,"35591,8490","2073,2047","1002,1079,1045,1030,1036",5498,19528,"491,2691,5657,9382,7466,36563"
48325,36892,36892,"2040,2009","1023,1002,1010,1079",,7349,2456
48326,,,"2012,2072,2035,2004,2005,2008","1021,1026",,"62235,100",647
48327,,35840,2015,1032,,"20,61979",1001
48328,3,3,2035,"1075,1027",,14835,18345
48329,18035,18035,"2080,2072,2011","1017,1035",,62201,14966
48330,,,2002,1041,,"7559,97",3910
48331,,,,1002,,19358,562
48332,,,,"1002,1064",,"19358,44139",562
48333,,39484,2072,"1089,1017,1030",,"7178,8374",17223
48334,"20072,1893",1718,2026,1019,4664,"68650,58068,3231,19165",102
48335,51730,51730,"2013,2040,2060,2070,2005,2027,2009","1009,1022,1002,1013,1079",,,2456
48336,"11825,11797","4521,29035,51733","2012,2040","1079,1031",,"7481,19534",18354
48337,,51901,"2072,2055","1009,1017,1098",,"22783,62600",1001
48338,3,3,2004,1032,,7519,588
48339,,51040,2078,"1009,1104",,61979,1001
48340,51738,51738,"2040,2041,2015","1089,1002,1044,1010,1046",,6040,18360
48341,"20072,1893",337,2026,"1019,1049",4664,"18214,3244",102
48342,,"38208,46129","2040,2047,2004",1002,,25368,12807
48343,38208,32174,2048,1009,,"62600,61979","4,12807"
48344,52566,51748,2047,"1032,1041,1079,1045,1030",5498,67586,"24042,4466"
48345,,,2047,"1041,1045",,7178,11611
48346,,51750,"2072,2011","1010,1046",,,18363
48347,,,"2072,2070","1032,1038",,"61979,5573,10664",2168
48348,"51899,9393",51899,"2072,2060,2070","1023,1038",5499,"61979,5574",10094
48349,41713,41711,,1002,,,14980
48350,,51942,2070,"1072,1069,1019",,61979,18525
48351,,51753,"2046,2014,2072","1009,1023,1017,1016",,"62600,8374",18365
48352,,2343,"2057,2072,2026",1019,4664,"61979,3203,26464",6025
48353,49982,49981,"2072,2011,2035,2004,2019,2015","1002,1017,1016,1113",,,"1001,17424,2456"
48354,12484,86,"2043,2002",1021,"5497,5499",64968,"3096,4932"
48355,,51943,"2001,2963,2020","1050,1008,1019",4664,"5606,59609,61979,72016",1001
48356,,,2041,"1044,1064",,"5597,6040",5215
48357,,,"2080,2046,2012,2041,2078,2003","1022,1046,1079,1086",,,16724
48358,,,"2072,2070","1021,1094",,,18383
48359,"20072,1893","8661,337",2026,"2710,1019",4664,"58172,3231,4388",102
48360,46618,812,2026,"1019,1049",4664,"64944,12226,12442",17180
48361,"3878,20072,1893",337,2026,"1069,1019",4664,"10632,58531,3231,22696",102
48362,,,"2047,2060","1072,1045,1037",,20181,51
48363,15758,1285,2072,"1041,1094,1104,1090",,16839,384
48364,,,,"1089,1002,1041,1064",,"7834,5597,63078",28
48365,,,2004,"1039,1040",,"17446,14759,66325","792,26208"
48366,,,"2040,2002",1098,,,6412
48367,3,3,"2072,2047,2016",1046,,"10634,61979,5701",254
48368,3,3,,"1028,1037",,,254
48369,,581,,"1032,1041,1104,1098,1037",,,304
48370,46618,812,2026,"1019,1049",4664,"68031,11006,12442",17180
48371,3,4672,"2072,2850,2949,2055,2822,2020,2849,2944,2015,2897","1021,1047,1016,1019",,22232,3447
48372,"12475,12474,20670","546,547","2070,2020,2019","2650,1002,1047,1019,1049",4664,"25158,75409,55",17917
48373,,,2046,1002,,"61979,21425",4
48374,11868,41094,"2040,2004","1002,1049",5499,,8351
48375,,,,1030,,,601
48376,,,"2072,2019","1064,1030",,"5608,7348,67",2712
48377,,12842,"2040,2019,2015","1002,1010,1046","5497,5499","22783,5666,5589,5601",11738
48378,"12402,12386,11845",49,"2046,2012,2015,2874","1036,1016","5497,5499","7559,16886","157,15889,41"
48379,12866,"10264,30759","2072,2047","1041,1045",,,384
48380,,51808,"2040,2019","1089,1002",,,1001
48381,,,2047,"1064,1027",,"7348,18598",858
48382,,,,"1118,1027",,,1189
48383,,,2040,"1002,1094",,,5722
48384,,8933,2676,1009,,"78593,61979,4024",1001
48385,,"12479,37772",2072,"2650,1047,1069,1019",,,18524
48386,,,2048,1009,,62600,1342
48387,40257,,2072,1030,,,254
48388,,"51809,2921",2014,"1030,1027",,,3076
48389,,12731,,1021,,6393,772
48390,44377,645,"2023,2035","1041,1094,1072,1025",,12737,34
48391,3290,7344,"2072,2676,2026,2947,2070,2974","1035,1019",4664,"11006,58598,58138,9825,61979,72016,14273,5613",540
48392,3,3,2047,"1039,1040",,62270,254
48393,51826,11450,2023,1089,,"7488,12808",8290
48394,,,"2072,2028,2035","1022,1010,1047",,,3320
48395,"3878,1893",50836,"2072,2026,2070","1019,1049",4664,"68873,12051,53215,3244,69904",102
48396,48122,10170,2003,1038,,"61979,5786","7452,7564"
48397,51812,46787,2035,"1089,1041",,"7334,7349,7269","10562,18447"
48398,,8178,2072,"1079,1030,1027",,62885,3320
48399,,"51821,51822","2046,2018,2072,2035","1017,1010,1046,1035",,"8374,6993",4
48400,46618,812,2026,"1069,1019",4664,"6471,58173",17180
48401,,,2072,"1017,1025",,"62094,62234,9302,62039",527
48402,,,,"1032,1064",,"28534,19206",2603
48403,,9935,2004,1009,,,7881
48404,8853,816,2047,1041,,7978,384
48405,11361,11360,2035,1094,,,8894
48406,,51543,"2060,2004","1002,1041",,64386,9466
48407,,51829,"2048,2002",1009,,,909
48408,64237,51831,"2019,2002","1009,1089,1023,1030",4666,"13110,20718,7488","35920,16983,9051"
48409,36093,52007,2047,"1041,1045",,"10634,28174,6393","16983,8923,38305"
48410,,52005,"2040,2048","1002,1041,1093",,62598,16983
48411,,51831,2009,1002,,"62233,5841",16983
48412,,59714,2035,1009,,,4
48413,,47125,"2073,2041","1002,1079,1035,1030",,,"5381,18852,17899"
48414,,"51849,51848",,"1094,1027",,,"12864,18461"
48415,,,2014,1002,,"18238,11505",18462
48416,35065,35065,2072,"1093,1027",,75541,7930
48417,34863,10525,"2080,2956,2043,2026,2011,2048,2897","1035,1086","5497,5499","68769,70360,14514,24255","47,6784,2366,3218,7466"
48418,3691,3691,"2080,2002,2082","1009,1120",,"7564,6393",1001
48419,,51865,"2048,2002","1089,1094,1084,1013",,"45672,6994,7760,62079,7835,7519,7973,69363,76250,48871",114
48420,,135654,2072,"1050,1047,1019",,"5606,20529",4297
48421,64217,"47125,95557,64217","2073,2023,2019","1032,1030,1097,1025",,,"17899,23031"
48422,,"47125,126,125","2018,2676","1009,1002",,"70948,61979,4024","5381,18852,17899"
48423,,,2035,"1002,1041,1010",,,20
48424,,,"2023,2072,2035","1002,1027",,,17394
48425,85851,,"2040,2009",1002,,,2429
48426,,3,2072,"1032,1041,1017",,,18477
48427,3,3,"2048,2004","1009,1002,1115",,10139,564
48428,51706,3,2060,"1041,1093,1030",,"7761,6364,7855",7681
48429,,51881,"2014,2035","1021,1001",,,4
48430,,12,2017,"1118,1030",,19024,155
48431,,11291,"2080,2023,2078","2710,1120,1019",4664,"26075,58146","1001,23391"
48432,51882,51883,"2041,2002","1094,1115",,,17084
48433,34863,10828,"2875,2676,2040,2041,2940,2002,2897","1052,1021",5499,"18239,6471,24255",47
48434,,40275,2020,1002,,,14289
48435,12439,9495,"2664,2040",1002,,10634,"18852,5885,7552,9234"
48436,,"51884,51885",2004,1002,,,18482
48437,51886,51886,"2023,2004","1002,1064",,,23377
48438,51889,51888,"2023,2015","1023,1010",,,12832
48439,7387,11333,,"1032,1041",4665,,"267,265,8845,24972,244"
48440,,,"2057,2047,2060","1041,1094,1045,1025",,,10803
48441,"43873,7387",93,2047,"1032,1041,1010",,"76428,28880","265,39,24883,8845,155,7992,244"
48442,,12791,"2040,2041,2070,2663","1002,1001,1120,1070,1019",4664,"11515,54200","4,1001"
48443,,"16602,16605","2072,2026","1016,1019",,"72016,22232",9893
48444,,7017,2664,1038,,5551,5846
48445,46618,812,2026,"1019,1049",4664,"61979,12902",17180
48446,8457,"22269,8457","2072,2026,2070","1019,1049",4664,"67920,64357,4661",9369
48447,"50437,51907,80216",702,"2080,2046,2072,2016,2070,2019,2017","1035,1026,1001,1019",5497,8374,"7186,10562"
48448,,9946,2072,1038,,"61979,5551",18500
48449,"51491,66924,86548","104092,104093","2040,2015","1002,1044,1010",,6040,18501
48450,,58799,"2040,2020","1002,1079,1064,1030",5498,21932,"12024,39"
48451,,138,2072,1039,,61979,267
48452,,617,"2047,2060","1045,1030,1037",,,267
48453,"51913,51914",4603,"2047,2004,2027",1041,,,3550
48454,46618,812,2026,"1019,1049",4664,12902,17180
48455,,3431,2060,1009,,78572,1024
48456,51948,"51947,51944,51946,51945","2001,2040,2070,2015",1094,,,"4,18523"
48457,,,2043,1009,,"61979,24777","6530,329"
48458,,,,1021,,11505,18518
48459,51937,"40782,40787,40800","2014,2040,2041","1002,1030",,,14521
48460,53059,29032,2072,1041,,9855,34
48461,51940,"13274,51940",2002,"1002,1046,1024,1093,1120",,5141,13978
48462,50716,13025,"2080,2012,2040,2004","1055,1023,1086",5497,43645,4569
48463,,8933,,1009,,61979,1001
48464,,2,"2011,2035","1041,1064,1031",4665,"5597,18055,6206",34
48465,59839,59838,2014,"1023,1002,1025",,,18247
48466,,51961,2072,"1010,1019",,,18530
48467,"54191,54190,51955",51955,"2001,2080,2046,2019,2008","1021,1035,1026,1086",5497,"64960,50153",18529
48468,,8869,2072,"1120,1038",,"61977,5712",6597
48469,,,"2081,2041","1002,1039",,,2504
48470,46618,812,"2057,2026","1019,1049",4664,"11006,61979",17180
48471,46618,812,2026,"1019,1049",4664,"61979,12902",17180
48472,,8933,2676,1009,,4024,1001
48473,,,"2047,2035","1041,1010",,,1860
48474,46618,812,"2014,2026,2041,2070,2020","2650,1002,1031",,"8374,44377,6973",17180
48475,46618,812,2026,"1019,1049",4664,"68030,12226,11006,61979,12442",17180
48476,"1124,811,46618",812,2026,"1019,1049",4664,"13244,61979","17180,424"
48477,"4701,18952,62831,49785",4207,"2072,2949,2070","1047,1064,1016,1019",4664,"9752,95,7392","25,2826"
48478,,,,1009,,,486
48479,,,2072,"1038,1027",,5551,486
48480,52048,,2004,"1089,1041,1045,1093",,"7544,7269,7509,28774","486,254"
48481,52048,,,"1089,1041,1094,1093",,"7544,7269,7509,28774",486
48482,,,"2073,2028","1039,1040,1030",,,486
48483,,,2073,"1041,1027",,6042,486
48484,,,,"1032,1089,1041",,7509,"792,486"
48485,3,3,2002,1059,,,18550
48486,,,"2072,2048,2009","1041,1017,1030",,8215,5665
48487,31389,51969,"2001,2072,2011,2070","1017,1031,1016",,8374,18552
48488,"58859,51553","58858,58859","2011,2035","1009,1017,1031",4666,"62600,61979",18221
48489,,,2035,"1041,1045,1064",,"28578,24195",486
48490,,,"2035,2004","1041,1064",,"28578,24195",486
48491,,,2035,"1064,1027",,78603,486
48492,,,2035,"1041,1024,1064",,"7349,28519,5714",486
48493,16839,16839,"2664,2041","1009,1002,1038",,5574,2456
48494,,,2072,1025,,62039,486
48495,"25272,9247",9247,2040,"1002,1070",,27580,17748
48496,,"51974,51975",,"1023,1002,1025",,,"18556,34929"
48497,1056,,,"1041,1025",,,486
48498,60102,52184,"2073,2027","1002,1030",,5601,2691
48499,,,2004,1041,,"7523,5607,14803","51,4539,8931"
48500,,10981,2676,1009,,"78578,61979,4024",1001
48501,"35408,12444",591,"2003,2020,2015","1117,1046,1036",,"7559,20263,63221,6509",308
48502,,,,"1032,1072",,,95
48503,,3,2072,"1030,1027",,"101,66157,5841",28
48504,69037,"47125,52161",2041,"1002,1116,1118",,,"5381,18852,17899"
48505,,52161,2072,"1002,1017,1046,1038",,"61979,5786","5381,18852,17899"
48506,60472,10052,"2046,2035","1017,1059,1008",5496,11210,18942
48507,,,,"1032,1038",,"61979,5551",95
48508,,3,"2014,2040,2004",1009,4666,"70360,70948,13437",171
48509,,1417,"2072,2035","1089,1041,1017,1031",,7523,95
48510,,,2035,1082,,"61979,7",20
48511,,,2035,1044,,"61979,7",20
48512,,,2035,1089,,"61979,7,28767",20
48513,,,2035,,,"61979,7",20
48514,52074,52074,"2015,2017","1009,1039,1094,1026",,,4
48515,,,2073,"1002,1072,1054",,5862,"51,8931,4554,20"
48516,"51985,51986",51984,2035,"1030,1027",,10168,18565
48517,"59593,59603,52031,59604,95558",10525,"2040,2020","1002,1079,1016",5499,"70948,73290,71573,67861","14378,26380,23031,634"
48518,52004,52004,"2040,2004",1002,,,4
48519,,,,"1032,1008,1031,1038",,5831,"3320,6020"
48520,,,2070,"1032,1038",,"18684,5626","3320,95"
